Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,215.77,5226165174272,85.2,214.5,19.85,8.71,42.3,202.07,188.24,True,True,True,BULLISH TREND,False,59.31,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Portfolio manager explains why Sanmina Corp. is a good buy | How Nio Is Proving It's a Top Auto Stock Despite Brutal the Price War,33.04,17.08,46335873024.0,6.555,114.29,62.97,87.84,BUY SIGNAL
AVGO,https://www.tradingview.com/chart/?symbol=AVGO,Broadcom Inc.,Technology,486.7,2304360579072,29.5,31.6,55.4,16.85,75.91,395.21,353.92,True,True,True,WATCH - OVERBOUGHT,False,52.73,NEUTRAL,5,Broadcom stock hovers at all-time highs ahead of earnings | Bitcoin Is No Longer a Top 10 Global Asset. The Real Story Is What Replaced It | Broadcom Stock Could Swing 9% After Today's Earnings,94.5,26.31,25503750144.0,82.704,33.37,36.57,72.47,WATCHLIST
AMD,https://www.tradingview.com/chart/?symbol=AMD,"Advanced Micro Devices, Inc.",Technology,534.695,871873970176,37.8,91.2,180.02,56.55,73.09,347.29,242.7,True,True,True,WATCH - OVERBOUGHT,False,46.22,NEUTRAL,5,"Stock Market Today: Dow Drops 400 Points, Small Caps Crater On U.S.-Iran Unease; Macy's Wobbles (Live Coverage) | Can AVGO Stock Live Up To Its Multiple? | Why Advanced Micro Devices Could Be the Next $1 Trillion Stock",177.05,41.1,7173374976.0,6.005,8.06,13.37,72.45,WATCHLIST
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,54.865,34316853248,49.9,490.0,-10.7,-6.87,45.24,58.62,56.26,False,False,True,NO CLEAR ENTRY,False,50.86,NEUTRAL,5,"EQT’s New Digital Infrastructure Fund And What It Means For Valuation | Private-Credit Jitters Resurface, Sparking Sector Selloff | 3 Growth Stocks to Add to Your Roster",10.41,11.84,2503225856.0,20.816,13.4,35.07,72.37,WATCHLIST
STX,https://www.tradingview.com/chart/?symbol=STX,Seagate Technology Holdings plc,Technology,938.365,210408636416,44.1,108.3,162.85,27.06,70.8,647.21,378.57,True,True,True,WATCH - OVERBOUGHT,False,52.37,NEUTRAL,5,Seagate Settlement Over Huawei Sales Reframes Risks For Soaring Stock Narrative | Q1 Earnings Roundup: Seagate (NASDAQ:STX) And The Rest Of The Semiconductors Segment | Can Silicon Motion's Latest SSD Controller for AI PCs Stoke Growth?,88.86,35.32,1610000000.0,381.553,1787.97,21.6,72.19,WATCHLIST
ANET,https://www.tradingview.com/chart/?symbol=ANET,"Arista Networks, Inc.",Technology,174.64,219901345792,35.1,25.0,40.16,1.17,79.59,151.19,140.69,True,True,True,WATCH - OVERBOUGHT,False,56.39,NEUTRAL,5,"Is It Too Late To Consider Arista Networks (ANET) After Its Strong 1-Year Rally? | Cisco Advances 5% to Record Highs on AI Cybersecurity Push, Arista Climbs as Networking Trade Extends | Nokia Rises 159.6% in the Past Six Months: Is There More Upside Ahead?",60.01,39.25,4362237440.0,,31.52,38.32,72.11,WATCHLIST
META,https://www.tradingview.com/chart/?symbol=META,"Meta Platforms, Inc.",Communication Services,618.175,1569189789696,33.1,62.4,-5.55,1.27,50.71,618.77,663.2,False,False,False,NO CLEAR ENTRY,False,43.89,NEUTRAL,5,"Broadcom stock hovers at all-time highs ahead of earnings | Meta, Microsoft, Amazon, and Alphabet are about to spend a shocking amount of money to dominate the AI era | 2 Mega-Cap Stocks to Own for Decades and 1 We Question",22.49,17.09,25558249472.0,35.608,32.93,32.84,72.11,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,204.2,77591838720,19.3,16.4,2.28,1.33,59.75,199.14,186.09,True,True,True,BULLISH TREND,False,56.71,NEUTRAL,5,Shifting Story For Simon Property Group (SPG) As Analysts Rework Valuations And Leadership Changes | How Senior Housing and Warehouses Defend Monthly Payouts Today | Scotiabank Raises its Price Target on Simon Property Group (SPG),14.19,30.45,2494690560.0,457.473,113.59,70.59,71.84,WATCHLIST
CSCO,https://www.tradingview.com/chart/?symbol=CSCO,"Cisco Systems, Inc.",Technology,128.29,505646612480,12.0,37.1,63.36,38.5,81.68,95.95,79.15,True,True,True,WATCH - OVERBOUGHT,False,55.84,NEUTRAL,5,"Tech ETF inflows surge and defy AI concentration risks | Adobe considering two internal executives for CEO position | FTNT Jumps 87.5% YTD on AI Security Push: Buy, Sell or Hold the Stock?",42.76,26.88,9288375296.0,67.541,25.23,19.68,71.72,WATCHLIST
FCX,https://www.tradingview.com/chart/?symbol=FCX,Freeport-McMoRan Inc.,Basic Materials,70.19,100902330368,8.8,153.1,7.28,26.31,55.96,62.82,52.84,True,True,True,BULLISH TREND,False,58.87,NEUTRAL,5,"Rare Earth Stocks, Copper Plays Surging; FCX, MP Near Buy Points | Watch These 5 Non-Tech Stocks Thriving in 2026 on AI Data Center Boom | Freeport-McMoRan (FCX) Rises Higher Than Market: Key Facts",37.14,18.63,1709874944.0,33.008,15.63,10.34,71.41,WATCHLIST
NTAP,https://www.tradingview.com/chart/?symbol=NTAP,"NetApp, Inc.",Technology,179.77,35605311488,12.5,23.5,82.9,62.04,91.31,116.59,111.1,True,True,True,WATCH - OVERBOUGHT,False,58.17,NEUTRAL,5,"TDC vs. NTAP: Which Stock Is the Better Value Option? | Here is What to Know Beyond Why NetApp, Inc. (NTAP) is a Trending Stock | Why NetApp (NTAP) Is Up 26.4% After Raising AI-Led Fiscal 2027 Margin And EPS Outlook",28.27,18.23,1398375040.0,184.086,106.73,18.43,71.25,WATCHLIST
DLR,https://www.tradingview.com/chart/?symbol=DLR,"Digital Realty Trust, Inc.",Real Estate,186.7,66782416896,16.7,67.6,5.52,-5.95,39.12,191.07,171.88,False,True,True,BUY THE DIP,False,53.2,NEUTRAL,5,Assessing Digital Realty (DLR) Valuation As Its New Innovation Lab Showcases AI And Quantum Capabilities | DLR Stock Rallies 19% in 6 Months: Will the Momentum Last? | Peter Bergan Joins Vinson & Elkins as Real Estate Partner,49.65,65.19,3261901824.0,76.592,5.69,21.82,71.11,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,108.77,48293879808,19.5,7.1,22.1,-0.24,42.22,103.61,92.23,True,True,True,BULLISH TREND,False,62.54,POSITIVE,5,"GameStop earnings show record profit, IREN inks data center deal | A $2 Billion Buyback and Record Profits for the Ultimate Meme Stock | GameStop posts higher first-quarter sales and earnings",25.12,16.08,1200375040.0,163.327,42.88,17.61,71.1,WATCHLIST
SMCI,https://www.tradingview.com/chart/?symbol=SMCI,"Super Micro Computer, Inc.",Technology,46.0691,27706808320,122.7,326.0,50.16,65.0,75.85,30.07,36.01,True,True,False,WATCH - OVERBOUGHT,False,53.11,NEUTRAL,5,"GRRR Stock Slides Premarket Despite A $2B AI Deal With Supermicro — Here's Why | AMD Helios Rack Platform Puts AI Data Center Ambitions Against Nvidia | IPG Photonics, MACOM, and Amkor Shares Skyrocket, What You Need To Know",24.25,14.22,-7448383488.0,120.798,17.88,3.7,70.95,WATCHLIST
ARM,https://www.tradingview.com/chart/?symbol=ARM,Arm Holdings plc,Technology,397.41,424465203200,20.1,47.9,226.5,95.52,82.06,214.64,154.78,True,True,True,WATCH - OVERBOUGHT,False,48.13,NEUTRAL,5,SpaceX Is About to IPO. History Says a 55% Stock Drop Could Be Coming Next. | FTC Probe Puts Arm Licensing Model And AI Growth Story Under Review | Arm vs. NVIDIA: Which Semiconductor Stock Belongs in Your 10-Year Portfolio?,467.54,129.89,750499968.0,5.926,11.95,18.37,70.85,WATCHLIST
FIS,https://www.tradingview.com/chart/?symbol=FIS,"Fidelity National Information Services, Inc.",Technology,40.725,21049901056,30.1,3040.6,-18.29,-13.86,40.89,45.32,57.32,False,False,False,NO CLEAR ENTRY,False,55.8,NEUTRAL,5,"Truist Reiterates Hold on Fidelity National Information Services, Inc. (FIS), Cuts Price Target to $45 | What level of long-term growth is priced in for payments companies? | Why Fidelity National Information Services (FIS) is a Top Value Stock for the Long-Term",7.89,5.95,2446874880.0,132.328,17.22,23.35,70.76,WATCHLIST
NTRS,https://www.tradingview.com/chart/?symbol=NTRS,Northern Trust Corporation,Financial Services,168.2301,31130519552,13.9,42.6,18.94,4.34,63.3,158.57,140.68,True,True,True,BULLISH TREND,False,64.98,POSITIVE,5,Family Offices Bypass Private Equity and Go Direct | How The Northern Trust (NTRS) Investment Narrative Is Evolving Without New Analyst Signals | Zacks Industry Outlook Highlights State Street and Northern Trust,17.6,14.17,,,14.46,22.36,70.5,WATCHLIST
TROW,https://www.tradingview.com/chart/?symbol=TROW,"T. Rowe Price Group, Inc.",Financial Services,102.73,22011609088,5.3,3.7,11.6,-0.34,48.5,98.6,99.26,True,True,False,BULLISH TREND,False,54.33,NEUTRAL,5,A Look At T. Rowe Price Group (TROW) Valuation After New Retirement Income Partnership News | How The T. Rowe Price Group (TROW) Narrative Is Evolving With Mixed Analyst Targets | 1 Cash-Producing Stock Worth Investigating and 2 We Avoid,11.03,10.67,1880349952.0,3.87,18.69,28.28,70.25,WATCHLIST
GL,https://www.tradingview.com/chart/?symbol=GL,Globe Life Inc.,Financial Services,150.005,11647102976,5.4,12.6,3.92,-1.73,44.28,149.74,141.21,True,True,True,BULLISH TREND,False,52.26,NEUTRAL,5,Raised 2026 Guidance and Analyst Downgrade Might Change The Case For Investing In Globe Life (GL) | Morgan Stanley And Two Insurance Stocks Hit New Highs | Globe Life (GL) Up 1.7% Since Last Earnings Report: Can It Continue?,10.37,9.01,1317225088.0,53.588,20.46,19.38,69.98,WATCHLIST
MO,https://www.tradingview.com/chart/?symbol=MO,"Altria Group, Inc.",Consumer Defensive,70.4999,117727166464,5.3,106.3,4.05,-3.96,45.18,68.65,63.01,True,True,True,BULLISH TREND,False,59.91,NEUTRAL,5,"A $1.4 Million Portfolio That Generates More Income Than the Average California Public Employee Pension | 3 Large-Cap Stocks with Solid Fundamentals | Altria Group, Inc. (MO) is Attracting Investor Attention: Here is What You Should Know",14.72,12.0,8542875136.0,,,39.52,69.89,WATCHLIST
OKE,https://www.tradingview.com/chart/?symbol=OKE,"ONEOK, Inc.",Energy,88.09,55502741504,19.6,18.0,5.15,-2.8,48.64,88.07,76.91,True,True,True,BULLISH TREND,False,59.35,NEUTRAL,5,"Want Passive Income You Can Bank On? Buy This Elite 5.1%-Yielding Dividend Stock And Never Look Back. | ONEOK Loses US$6.4b Market Value But Insiders See Windfall Of US$45k | S&P 500 Posts Monthly Gain to New High, Ninth Straight Weekly Rise",15.7,14.25,454375008.0,149.644,15.9,10.03,69.85,WATCHLIST
WELL,https://www.tradingview.com/chart/?symbol=WELL,Welltower Inc.,Real Estate,199.74,140999360512,38.3,157.9,-3.64,-7.7,27.54,208.28,191.2,False,True,True,BUY THE DIP,False,68.74,POSITIVE,5,Welltower’s Dividend Is Up 15%. Here’s What Really Matters for the Stock. | Welltower to Reward Investors With 15% Quarterly Dividend Hike | Welltower (WELL) Valuation Check After Recent Pullback And Strong One Year Gain,96.49,59.45,2600212736.0,44.486,3.67,11.96,69.85,WATCHLIST
FRT,https://www.tradingview.com/chart/?symbol=FRT,Federal Realty Investment Trust,Real Estate,119.205,10361108480,10.3,152.5,8.97,4.14,71.1,112.19,102.27,True,True,True,WATCH - OVERBOUGHT,False,66.65,POSITIVE,5,"Microsoft initiated, Dell upgraded: Wall Street's top analyst calls | Here Are Monday’s Top Wall Street Analyst Research Calls: Accenture, Caesars Entertainment, Carnival, Dell Technologies, IBM, Kohl’s, Microsoft, Zscaler, and More | BofA Raises Target on Federal Realty Investment Trust (FRT) after Reviewing Market Conditions",20.62,38.44,448925248.0,138.432,14.78,38.57,69.83,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,140.76,96614703104,13.4,41.8,19.81,6.73,67.22,131.56,116.72,True,True,True,BULLISH TREND,False,56.24,NEUTRAL,5,"Surging EPS, Record Assets and New Buyback Might Change The Case For Investing In Bank of New York Mellon (BNY) | Bank of New York Mellon (BNY) Reported 42% Year-Over-Year Increase in EPS | Robinhood Stock Spikes. It’s About More Than Its Trump Account Partnership.",17.49,14.56,,,13.47,28.72,69.8,WATCHLIST
MSFT,https://www.tradingview.com/chart/?symbol=MSFT,Microsoft Corporation,Technology,425.775,3162841808896,18.3,23.4,5.64,3.16,59.08,405.59,455.3,True,False,False,NO CLEAR ENTRY,False,59.55,NEUTRAL,5,Marvell stock extends gains after a 32% pop as Nvidia CEO calls chipmaker 'the next trillion-dollar company' | Microsoft debuts in-house AI models as it looks to ease reliance on OpenAI | Microsoft is turning to AI to combat cyber threats,25.39,22.01,37011251200.0,30.271,34.01,39.34,69.76,WATCHLIST
NDAQ,https://www.tradingview.com/chart/?symbol=NDAQ,"Nasdaq, Inc.",Financial Services,87.62,49552687104,13.7,33.8,0.55,-4.03,40.7,88.48,89.73,False,False,False,NO CLEAR ENTRY,False,62.85,POSITIVE,5,"Kraken To Offer IPO Access To Retail Investors | Exchange Stocks Fall After Perpetual Futures Approval | Stocks to Watch: Alphabet, CBOE, Marvell, HPE",26.39,19.78,1559624960.0,79.058,16.2,35.28,69.68,WATCHLIST
CVS,https://www.tradingview.com/chart/?symbol=CVS,CVS Health Corporation,Healthcare,93.1,118788833280,6.1,63.1,16.68,13.52,35.24,82.91,77.7,True,True,True,BULLISH TREND,False,73.22,POSITIVE,5,"Three Free Cash Flow and Quality ETFs Quietly Beating Every Other Smart Beta Strategy in 2026 | Eli Lilly Wins Back CVS Health, Reverting Novo's Advantage | The S&P 500 Is Expensive, but These 3 Dividend Stocks Still Look Like Bargains",40.83,11.12,5201625088.0,100.912,3.75,0.72,69.46,WATCHLIST
IBKR,https://www.tradingview.com/chart/?symbol=IBKR,"Interactive Brokers Group, Inc.",Financial Services,87.6,148589068288,16.8,22.9,26.35,7.3,55.51,78.49,70.56,True,True,True,BULLISH TREND,False,66.82,POSITIVE,5,"Interactive Brokers Group, Inc. (IBKR) is Attracting Investor Attention: Here is What You Should Know | The Latest in AI Investing: Interactive Brokers Lets Claude Write Trades. | Coinbase Global to Unlock U.S. Crypto Derivatives Opportunity?",37.6,30.56,,152.192,23.56,16.11,69.4,WATCHLIST
PODD,https://www.tradingview.com/chart/?symbol=PODD,Insulet Corporation,Healthcare,143.36,9929783296,33.9,159.0,-40.72,-16.35,42.63,178.32,266.49,False,False,False,NO CLEAR ENTRY,False,54.26,NEUTRAL,5,Tandem Diabetes Valuation: Is 1.1x Sales a Buy? | How The Insulet (PODD) Investment Narrative Is Evolving After Recent Developments | TNDM Stock: What to Know About Tandem's 2026 Reset,33.57,17.72,253375008.0,77.844,23.0,10.44,68.74,WATCHLIST
FAST,https://www.tradingview.com/chart/?symbol=FAST,Fastenal Company,Industrials,46.275,53125324800,12.4,13.8,0.63,3.11,68.51,44.88,44.19,True,True,True,BULLISH TREND,False,50.93,NEUTRAL,5,2 Reasons to Watch FAST and 1 to Stay Cautious | The Spill: Why We’re Buying Home Depot (HD) on the Dip | 1 Cash-Producing Stock for Long-Term Investors and 2 We Ignore,40.95,33.77,903862528.0,11.167,33.84,15.39,68.72,WATCHLIST
C,https://www.tradingview.com/chart/?symbol=C,Citigroup Inc.,Financial Services,129.97,221673832448,15.9,56.1,17.88,3.44,62.83,124.04,110.02,True,True,True,BULLISH TREND,False,57.9,NEUTRAL,5,1 Momentum  Stock with Competitive Advantages and 2 We Brush Off | SpaceX Targets $75 Billion in IPO at $135 Per Share | How The Tebapivat Setback Is Reframing The Story For Agios Pharmaceuticals (AGIO),16.07,10.37,,,7.65,20.36,68.68,WATCHLIST
MDLZ,https://www.tradingview.com/chart/?symbol=MDLZ,"Mondelez International, Inc.",Consumer Defensive,62.05,79650471936,8.2,41.3,6.5,1.09,53.4,59.5,58.21,True,True,True,BULLISH TREND,False,50.77,NEUTRAL,5,Is Mondelez International Stock Underperforming the Dow? | 2 S&P 500 Stocks for Long-Term Investors and 1 Facing Challenges | Mondelez (MDLZ) Up 2% Since Last Earnings Report: Can It Continue?,30.72,18.32,2847500032.0,83.793,10.16,6.64,68.51,WATCHLIST
CASY,https://www.tradingview.com/chart/?symbol=CASY,"Casey's General Stores, Inc.",Consumer Cyclical,777.36,28814350336,0.3,49.8,14.7,-8.83,19.5,788.13,631.56,False,True,True,BUY THE DIP,False,57.64,NEUTRAL,5,"Casey's General Stores (CASY) Reports Next Week: Wall Street Expects Earnings Growth | The Zacks Analyst Blog Highlights Archer-Daniels-Midland, Casey's General Stores, Nucor, Ross Stores and Imperial Oil | Casey's General Stores (CASY) is a Top-Ranked Growth Stock: Should You Buy?",44.62,38.14,467817760.0,75.146,17.88,3.83,68.51,WATCHLIST
ARES,https://www.tradingview.com/chart/?symbol=ARES,Ares Management Corporation,Financial Services,122.76,40491970560,28.3,770.5,10.46,2.32,49.25,116.85,141.76,True,False,False,NO CLEAR ENTRY,False,42.78,NEUTRAL,5,"KKR, Blue Owl, and Blackstone Tumble. Why Private-Market Jitters Are Back and Hitting the Stocks. | Shadow bank writes down loans to former Crystal Palace owner by 80pc | Paramount Is Pulling Every Lever to Sell LBO Debt",56.57,16.77,1757137152.0,168.762,14.18,10.54,68.37,WATCHLIST
MAS,https://www.tradingview.com/chart/?symbol=MAS,Masco Corporation,Industrials,69.085,13936823296,6.5,20.0,2.04,1.35,57.05,66.61,67.04,True,True,False,BULLISH TREND,False,57.4,NEUTRAL,5,"Is Analyst Support For Masco’s Data‑Driven Margin Push (MAS) Altering Its Investment Case? | Goldman Sachs Keeps Buy Rating on Masco (MAS) Stock | Is FGI's Brands, Products and Channels Strategy Starting to Pay Off?",17.1,14.69,738499968.0,12229.63,8457.14,10.9,68.09,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,141.85,132252147712,8.3,65.2,1.41,2.23,49.63,139.8,127.95,True,True,True,BULLISH TREND,False,59.69,NEUTRAL,5,Prologis (PLD) Upgraded to Buy: Here's Why | Five Reasons Lamar Advertising Stock Looks Worth Buying Now | Is Prologis (PLD) Stock Outpacing Its Finance Peers This Year?,35.73,41.75,4854310400.0,60.934,6.84,39.65,67.98,WATCHLIST
VRSN,https://www.tradingview.com/chart/?symbol=VRSN,"VeriSign, Inc.",Technology,298.335,27148484608,6.6,11.4,27.06,9.11,53.19,277.03,256.69,True,True,True,BULLISH TREND,False,63.12,POSITIVE,5,"VeriSign Inc. (VRSN): Renaissance Technologies Admires This Company | What Are Wall Street Analysts' Target Price for VeriSign Stock? | The Bull Case For VeriSign (VRSN) Could Change Following Strong Q1, Higher Guidance And Dividend News - Learn Why",33.0,27.91,807275008.0,,,49.96,67.95,WATCHLIST
NUE,https://www.tradingview.com/chart/?symbol=NUE,Nucor Corporation,Basic Materials,258.02,58761715712,21.3,382.1,45.94,14.26,76.31,210.78,170.33,True,True,True,WATCH - OVERBOUGHT,False,55.36,NEUTRAL,5,Here's How Much You'd Have If You Invested $1000 in Nucor a Decade Ago | American Resources' EMCO Builds Battery Recycling Capacity | Nucor (NUE) Surpasses Market Returns: Some Facts Worth Knowing,25.6,16.35,-384100000.0,31.595,12.29,6.82,67.93,WATCHLIST
ORCL,https://www.tradingview.com/chart/?symbol=ORCL,Oracle Corporation,Technology,229.495,659851247616,21.7,24.5,54.51,27.26,68.1,176.25,205.94,True,True,False,BULLISH TREND,False,54.61,NEUTRAL,5,"Buy, Hold, or Sell: Is Oracle Stock a Buy at $245? | Salesforce's Agentforce ARR Tops $1B: Can It Fuel More Growth for CRM? | Why Did Oracle Stock Drop Today?",41.12,28.49,-22298499072.0,415.265,57.57,25.3,67.92,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,214.48,15874748416,8.9,27.8,3.01,0.43,54.43,204.52,184.67,True,True,True,BULLISH TREND,False,57.0,NEUTRAL,5,"Zacks Industry Outlook Highlights RBC Bearings, IDEX, Watts Water Technologies and Helios Technologies | A Look At IDEX (IEX) Valuation As Mott Acquisition And Premium P/E Shape Expectations | Idex (IEX) Down 3.6% Since Last Earnings Report: Can It Rebound?",31.68,23.24,525024992.0,46.915,12.75,14.38,67.86,WATCHLIST
IVZ,https://www.tradingview.com/chart/?symbol=IVZ,Invesco Ltd.,Financial Services,27.0209,11978274816,14.1,35.0,7.51,4.58,42.3,25.65,24.58,True,True,True,BULLISH TREND,False,62.08,POSITIVE,5,Should You Invest in the Invesco S&P 500 Equal Weight Energy ETF (RSPG)? | Should You Invest in the Invesco S&P 500 Equal Weight Industrials ETF (RSPN)? | Should Invesco S&P 100 Equal Weight ETF (EQWL) Be on Your Investing Radar?,,9.1,861862528.0,14.829,-1.54,-3.69,67.77,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,264.62,44900016128,13.0,12.8,1.58,1.04,50.17,260.42,226.68,True,True,True,BULLISH TREND,False,50.94,NEUTRAL,5,Q1 Earnings Highlights: Wabtec (NYSE:WAB) Vs The Rest Of The Heavy Transportation Equipment Stocks | Here's Why Investors Should Bet on Wabtec Stock Right Now | Is Westinghouse Air Brake Technologies (WAB) Fairly Priced After Its Recent Share Price Pullback?,37.48,21.82,1123250048.0,62.03,11.31,10.52,67.73,WATCHLIST
PFG,https://www.tradingview.com/chart/?symbol=PFG,"Principal Financial Group, Inc.",Financial Services,102.08,22050543616,-4.5,819.0,10.84,3.45,61.38,96.77,87.58,True,True,True,BULLISH TREND,False,60.19,POSITIVE,5,"Assessing Principal Financial Group (PFG) Valuation After Strong 1 Year Share Price Return | PFG Stock Trading at a Discount to Industry at 1.88X: Time to Hold? | MGIC Investment Lags Industry, Trades at a Discount: Time to Hold?",14.65,10.0,1457624960.0,33.624,13.39,10.1,67.72,WATCHLIST
QCOM,https://www.tradingview.com/chart/?symbol=QCOM,QUALCOMM Incorporated,Technology,249.67,263152173056,-3.5,173.0,81.91,48.28,61.88,172.27,162.61,True,True,True,BULLISH TREND,False,44.73,NEUTRAL,5,"2 Mega-Cap Stocks to Own for Decades and 1 We Question | Can AVGO Stock Live Up To Its Multiple? | Qualcomm Plagued by Margin Woes, Demand Softness: Time to Rethink?",26.85,23.47,9589624832.0,55.979,36.08,22.31,67.53,WATCHLIST
